Année,Matière,Catégorie,Sous-catégorie,Statut,Valeur
2004,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),100
2005,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),103
2006,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),104
2007,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),105
2008,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),106
2009,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),114.4
2010,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),113.60000000000036
2011,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne),115.94285714285706
2012,Les maraîchères,PRODUCTION,Piment frais,Quantité (1000 X tonne)
2004,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),110
2005,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),26.2
2006,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),27.1
2007,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),28
2008,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),28.798
2009,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),30.18
2010,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),31.241
2011,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne),32.364
2012,Les maraîchères,PRODUCTION,Tomate,Quantité (1000 X tonne)
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),264.08425000000005
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),286.0538333333334
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),276.27725000000004
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),359.94733333333335
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),356.95629166666663
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),388
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),452
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),436
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Aubergine,Prix moyen (FCFA/KG),498.7865
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),755.5260833333335
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),793.7974166666667
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),869.9493333333334
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),887.4499166666668
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),1212.6397708333334
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),1243
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),1229
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),1497
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Carotte,Prix moyen (FCFA/KG),1351.3153333333332
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),212.7849166666667
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),222.73791666666668
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),214.53758333333334
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),226.37349999999995
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),345.23681250000004
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),366
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),381
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),389
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Concombre,Prix moyen (FCFA/KG),380.3735
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),291.85425000000004
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),282.9171666666667
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),262.32058333333333
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),255.64258333333328
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),320.996375
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),381
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),389
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),439
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Courge,Prix moyen (FCFA/KG),416.3238333333333
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),388.593
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),385.8713333333333
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),375.5336666666667
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),381.18816666666663
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),438.2596666666667
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),452
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),564
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),594
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Chou vert ou pommée,Prix moyen (FCFA/KG),427.0555
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),584.1239166666666
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),557.26275
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),578.2560833333333
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),659.1902500000001
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),623.7224375000001
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),680
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),797
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),777
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Gombo frais,Prix moyen (FCFA/KG),800.431333333333
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),861.3411666666667
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),845.6260833333334
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),823.09
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),986.53425
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),1026.3995208333336
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),1156
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),1312
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),1337
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Haricot vert,Prix moyen (FCFA/KG),1322.8421666666666
2004,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1011.5794166666668
2005,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1080.4427500000002
2006,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),978.9458333333333
2007,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1094.048
2008,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1117.7232708333331
2009,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1102
2010,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1321
2011,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1530
2012,Les maraîchères,PRIX MOYEN A LA CONSOMMATION,Piment frais,Prix moyen (FCFA/KG),1644.5780000000002
2003,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),600.098
2004,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),608.032
2005,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),640.213
2006,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),638.753
2007,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),531.94
2008,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),630.188
2009,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),637.372
2010,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),641.61
2011,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),621.79
2012,Autres Céréales,PRODUCTION,Maïs,Quantité (1000 X tonne),654.738
2003,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),43
2004,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),32.73
2005,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),50
2006,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),57
2007,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),58
2008,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),45.053
2009,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),58.5066
2010,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),48.826
2011,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),48.828
2012,Autres Céréales,PRODUCTION,Mil,Quantité (1000 X tonne),49.316
2003,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),29.96
2004,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),31
2005,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),32
2006,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),35
2007,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),34.4
2008,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),40.795
2009,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),63.1948
2010,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),44.072
2011,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),46.46
2012,Autres Céréales,PRODUCTION,Sorgho,Quantité (1000 X tonne),48.438
2003,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),11.581
2004,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),9
2005,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),10
2006,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),13.9
2007,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),16.7
2008,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),16.7
2009,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),17.156874262207946
2010,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),17.48
2011,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),17.32
2012,Autres Céréales,PRODUCTION,Fonio,Quantité (1000 X tonne),17.715
2003,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),228.39536363636364
2004,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),208.7965833333333
2005,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),236.95991666666666
2006,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),236.60524999999998
2007,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),236.79966666666667
2008,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),275.9441458333333
2009,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),281
2010,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),296
2011,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),317
2012,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Maïs séché,Prix moyen (FCFA/KG),324.44266666666664
2003,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),319.2327272727273
2004,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),259.16775
2005,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),305.10274999999996
2006,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),285.7654166666667
2007,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),260.3609166666667
2008,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),294.54089583333337
2009,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),308
2010,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),306
2011,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),323
2012,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Mil,Prix moyen (FCFA/KG),346.3048333333333
2003,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),817.5249090909092
2004,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),655.0718333333333
2005,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),669.4765
2006,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),643.9333333333333
2007,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),603.57625
2008,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),691.4662916666666
2009,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),706
2010,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),696
2011,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),797
2012,Autres Céréales,PRIX MOYEN A LA CONSOMMATION,Fonio,Prix moyen (FCFA/KG),779.127
